x,y,z
580.541599021652,156.7005530250313,b
567.9389688037746,177.94317729367054,b
543.843182125949,220.58497231999831,b
585.1017291168828,219.85224258808466,b
496.1044013382258,248.6022630266646,b
506.78901006081196,199.10903815798503,b
457.6964815503382,148.3375473729347,b
457.73536229626944,111.21671845196397,b
498.45568704044035,164.94393951063262,b
477.8251755007788,141.29325454829433,b
525.9858509071407,142.89268005433394,b
